Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,kWh del-rec,kVARh del-rec,Vln a,Vll ab,Vll bc,Vll ca,kW tot,kVAR tot,PF sign tot,Freq,Vll avg,I avg
12-01-2023 18:00:00000,1243.794067,0.000000,0.000000,174.369232,1027839.375000,1958672.625000,13255.277,22959.010,23010.932,22985.303,4989.666992,-294.289642,99.826523,50.217796,22985.082,125.953506
12-01-2023 18:15:00000,1245.975342,0.000000,0.000000,67.241745,1029085.3,1958605.375000,13279.646,23001.564,23051.336,23026.729,4988.985352,-98.159889,99.980652,50.090225,23026.543,125.465828
12-01-2023 18:30:00000,1236.244873,0.797892,0.000000,59.261036,1030321.6,1958546.875000,13263.952,22971.666,23021.205,23000.658,4869.925781,-222.574295,99.895721,50.068268,22997.843750,122.797180
12-01-2023 18:45:00000,1224.304077,1.090125,0.000000,57.923569,1031545.875000,1958490.125000,13250.353,22947.363,22991.531250,22974.654,4938.495117,-421.715729,99.637383,50.030170,22971.182,124.994003
12-01-2023 19:00:00000,1220.657593,1.868238,0.000000,48.530239,1032766.6,1958443.500000,13225.885,22900.555,22946.709,22935.262,4863.615234,-305.060944,99.803871,50.015301,22927.508,123.124512
12-01-2023 19:15:00000,1220.277832,2.003454,0.000000,56.668121,1033986.8,1958388.750000,13253.570,22949.461,23004.629,22987.695,4889.773926,-348.284576,99.747299,49.794777,22980.596,123.592545
12-01-2023 19:30:00000,1249.675049,0.704950,0.000000,83.373665,1035236.500000,1958306.125000,13293.165,23022.234,23066.393,23047.387,6138.766602,-36.982891,99.998184,49.942440,23045.338,154.204849
12-01-2023 19:45:00000,1775.093994,5.030102,0.000000,51.195618,1037011.6,1958260.000000,13272.221680,22991.523,23036.852,23009.932,8969.583984,73.418999,-99.996651,49.950100,23012.770,225.381378
12-01-2023 20:00:00000,2223.313965,5.727834,0.000000,49.987129,1039234.875000,1958215.625000,13283.891,23015.678,23058.170,23025.084,8303.144531,-129.825119,99.987778,50.031830,23032.977,208.480804
12-01-2023 20:15:00000,2360.263916,19.542284,0.000000,31.268177,1041595.2,1958204.000000,13239.108,22934.468750,22979.404,22950.093750,10129.698,-238.405258,99.972313,49.929825,22954.656250,255.139099
12-01-2023 20:30:00000,2488.962646,27.115475,0.000000,19.027729,1044084.125000,1958212.000000,13257.665,22964.713,23008.312500,22982.945,9944.063477,-151.790771,99.988350,49.883537,22985.324,250.109909
12-01-2023 20:45:00000,2484.093262,12.811861,0.000000,37.935337,1046568.2,1958186.875000,13275.872070,22994.961,23034.705,23013.066,9954.494141,224.241699,-99.974640,49.943005,23014.244,250.086502
12-01-2023 21:00:00000,2486.354004,6.999273,0.000000,46.590839,1049054.625000,1958147.375000,13251.925,22950.262,22996.375000,22976.498,10037.609,-290.259644,99.958214,50.094997,22974.377,252.639084
12-01-2023 21:15:00000,2487.804443,12.219111,0.000000,50.200939,1051542.375000,1958109.375000,13226.252,22904.328,22947.348,22930.920,9942.685547,-93.052666,99.995621,50.116726,22927.531250,250.691010
12-01-2023 21:30:00000,2487.191650,92.455841,0.000000,1.245203,1054029.625000,1958200.500000,13243.195,22931.793,22972.291,22959.846,9973.314453,420.660492,-99.911163,49.984894,22954.643,251.386246
12-01-2023 21:45:00000,2489.691406,160.120575,0.000000,0.000000,1056519.250000,1958360.625000,13283.392,23005.383,23044.350,23026.611,9961.562500,1016.229126,-99.483673,49.851059,23025.447,251.406784
12-01-2023 22:00:00000,2492.486084,143.632996,0.000000,0.000000,1059011.750000,1958504.250000,13263.936,22966.537,23007.062500,22996.193,9946.107422,148.853149,-99.988800,50.026085,22989.932,250.141922
12-01-2023 22:15:00000,2475.307129,38.446377,0.000000,9.270061,1061487.000000,1958533.500000,13264.179,22968.156250,23008.164,22995.625000,9842.348633,-70.397438,99.997444,50.081158,22990.648,247.511612
12-01-2023 22:30:00000,2407.408691,34.093166,0.000000,21.103468,1063894.500000,1958546.500000,13263.013,22970.268,23008.152,22990.604,8743.260742,508.065277,-99.831589,50.042202,22989.674,220.277695
12-01-2023 22:45:00000,2226.345459,112.380203,0.000000,0.000000,1066120.750000,1958658.875000,13242.611,22933.180,22974.635,22958.039,9325.074219,339.082489,-99.933952,50.084045,22955.285,235.027740
12-01-2023 23:00:00000,2353.763916,81.867271,0.000000,0.146780,1068474.625000,1958740.625000,13287.157,23013.018,23051.416,23032.412,9425.371094,293.181030,-99.951660,50.107456,23032.283,236.727524
12-01-2023 23:15:00000,2378.107666,82.104950,0.000000,0.169989,1070852.625000,1958822.500000,13256.996,22959.049,22995.828,22980.047,9616.112305,583.594604,-99.816345,50.052128,22978.309,242.411377
12-01-2023 23:30:00000,2415.381348,62.839203,0.000000,1.115807,1073268.000000,1958884.250000,13294.072,23025.635,23061.678,23043.191,9771.671875,387.819366,-99.921333,50.093388,23043.500000,245.389801
12-01-2023 23:45:00000,2469.113770,22.875841,0.000000,17.708424,1075737.125000,1958889.375000,13252.864,22954.875000,22992.414,22971.843750,9935.799805,-326.477264,99.946060,50.151291,22973.045,250.189301
13-01-2023 0:00:00000,2501.280273,27.046579,0.000000,15.336906,1078238.500000,1958901.125000,13253.623,22957.244,22994.551,22972.557,10041.610,63.829575,-99.997978,49.958763,22974.785,252.722626
13-01-2023 0:15:00000,2511.902588,20.827818,0.000000,22.694788,1080750.375000,1958899.250000,13289.770,23020.537,23059.129,23035.468750,10042.496,-1.840143,100.000000,50.050034,23038.379,252.071564
13-01-2023 0:30:00000,2518.000488,9.994486,0.000000,41.626461,1083268.375000,1958867.625000,13234.663,22926.764,22965.074,22938.822,10057.107,-451.929230,99.899193,50.010628,22943.553,253.716064
13-01-2023 0:45:00000,2525.971191,1.187681,0.000000,63.105492,1085794.375000,1958805.750000,13268.675,22986.373,23026.270,22998.422,10250.615,-77.164612,99.997169,50.007862,23003.689,257.690430
13-01-2023 1:00:00000,2557.426514,0.006280,0.000000,101.840752,1088351.750000,1958703.875000,13222.174,22905.687500,22945.203,22917.684,10220.927,-795.442261,99.698532,50.056343,22922.857,258.589722
13-01-2023 1:15:00000,2552.543457,0.000000,0.000000,128.480331,1090904.250000,1958575.375000,13249.152,22956.260,22994.260,22961.697,10180.362,-757.244751,99.724503,50.013245,22970.738,256.978394
13-01-2023 1:30:00000,2517.907715,0.000000,0.000000,159.505600,1093422.250000,1958415.875000,13288.989,23024.592,23063.209,23031.402,9997.463867,-515.661621,99.867241,50.002171,23039.734,251.261475
13-01-2023 1:45:00000,2509.663086,0.000000,0.000000,197.009155,1095931.875000,1958218.875000,13245.928,22946.131,22984.826,22958.758,10119.865,-804.995911,99.685112,49.979630,22963.238,255.647415
13-01-2023 2:00:00000,2522.405518,0.000000,0.000000,206.860306,1098454.250000,1958012.000000,13234.017,22925.902,22961.037,22936.090,10101.614,-1012.925537,99.501022,49.913754,22941.010,255.878052
13-01-2023 2:15:00000,2529.560547,0.000000,0.000000,145.997040,1100983.875000,1957866.000000,13273.515,22993.879,23029.693,23005.107,10088.387,-262.343262,99.966202,50.047314,23009.561,253.634354
13-01-2023 2:30:00000,2529.458740,0.000000,0.000000,119.932297,1103513.250000,1957746.125000,13288.680,23017.312500,23053.225,23032.957,10139.271,-400.557861,99.922058,50.063522,23034.498,254.737381
13-01-2023 2:45:00000,2528.999023,0.000000,0.000000,161.422195,1106042.250000,1957584.625000,13219.703,22899.207,22937.182,22913.424,10098.550,-917.047546,99.590210,49.958549,22916.605,255.861801
13-01-2023 3:00:00000,2532.162598,0.000000,0.000000,158.650879,1108574.500000,1957426.000000,13260.284180,22970.699,23006.791,22982.660,10132.527,-695.347961,99.765358,49.929390,22986.717,255.494247
13-01-2023 3:15:00000,2532.111816,0.000000,0.000000,175.423538,1111106.625000,1957250.625000,13288.309,23017.246,23057.146,23034.133,10128.293,-527.539368,99.864632,49.975956,23036.176,254.604782
13-01-2023 3:30:00000,2534.102783,0.000000,0.000000,150.142838,1113640.625000,1957100.375000,13239.537,22931.658,22963.682,22946.117,10231.298,-547.086182,99.857346,50.000690,22947.152,258.198792
13-01-2023 3:45:00000,2552.618652,0.000000,0.000000,114.381035,1116193.250000,1956986.000000,13249.029,22948.537,22980.711,22962.336,10211.620,-598.666077,99.828590,49.950840,22963.859,257.580200
13-01-2023 4:00:00000,2553.778320,0.000000,0.000000,123.027840,1118747.125000,1956863.000000,13287.734,23021.180,23056.908,23027.984,10231.840820,-130.439804,99.991875,49.952351,23035.357,256.883148
13-01-2023 4:15:00000,2556.926025,0.000000,0.000000,121.473206,1121304.000000,1956741.500000,13248.317,22952.480,22996.918,22964.791,10234.584,-510.926453,99.875626,49.948963,22971.398,257.953033
13-01-2023 4:30:00000,2558.915283,0.000000,0.000000,123.373764,1123862.875000,1956618.125000,13238.285,22934.949,22971.137,22943.236,10266.070,-801.887207,99.696327,49.972004,22949.773,259.439667
13-01-2023 4:45:00000,2558.655273,0.000000,0.000000,145.957062,1126421.500000,1956472.250000,13280.846,23009.164,23046.207,23016.771,10199.674,-357.904449,99.938492,49.932373,23024.047,256.315796
13-01-2023 5:00:00000,2558.698242,0.000000,0.000000,159.467834,1128980.250000,1956312.750000,13273.093750,22993.064,23030.346,23005.117,10270.328,-574.687256,99.843811,49.963726,23009.510,258.487427
13-01-2023 5:15:00000,2559.187500,0.000000,0.000000,145.974335,1131539.500000,1956166.750000,13238.165,22931.322,22968.570,22945.143,10218.036,-715.287842,99.755882,49.935978,22948.346,258.085999
13-01-2023 5:30:00000,2547.250977,0.000000,0.000000,126.456322,1134086.750000,1956040.375000,13283.015,23012.707,23046.574,23019.256,10175.802,-177.141663,99.984848,49.916309,23026.178,255.565216
13-01-2023 5:45:00000,2531.509521,0.000000,0.000000,110.793480,1136618.250000,1955929.500000,13248.192,22950.086,22987.590,22961.686,10174.915,-575.357422,99.840508,49.941006,22966.453,256.584595
13-01-2023 6:00:00000,2538.701660,0.000000,0.000000,120.536743,1139156.875000,1955809.000000,13255.061,22961.098,22996.379,22972.861,10137.032,-474.403534,99.890671,49.943665,22976.779,255.397476
13-01-2023 6:15:00000,2541.913818,0.209126,0.000000,87.879684,1141698.875000,1955721.375000,13289.911,23024.518,23060.549,23032.295,10160.637,-192.472641,99.982063,50.005547,23039.121,255.049759
13-01-2023 6:30:00000,2534.686279,0.008310,0.000000,91.286469,1144233.500000,1955630.000000,13229.457,22916.107,22959.209,22932.848,10115.720,-870.923523,99.631424,49.964870,22936.055,255.951492
13-01-2023 6:45:00000,2514.467041,0.000000,0.000000,114.392448,1146748.000000,1955515.625000,13271.159180,22989.533,23025.084,23001.035,9996.323242,-649.897644,99.789330,50.100090,23005.217,251.793655
13-01-2023 7:00:00000,2512.243408,0.000000,0.000000,164.076538,1149260.250000,1955351.625000,13245.761,22948.725,22981.744,22954.223,10036.829,-797.781433,99.685593,50.042244,22961.562500,253.558868
13-01-2023 7:15:00000,2513.605713,1.024523,0.000000,89.206520,1151773.875000,1955263.375000,13251.633,22956.930,22986.730,22963.607,10043.163,-364.208099,99.934311,50.114491,22969.090,253.009506
13-01-2023 7:30:00000,2519.872803,5.920235,0.000000,49.323898,1154293.750000,1955220.000000,13293.739,23029.664,23067.896,23040.777,10127.639,-313.153503,99.952232,50.087399,23046.111,254.229324
13-01-2023 7:45:00000,2519.420654,0.000000,0.000000,128.749786,1156813.125000,1955091.250000,13229.025,22915.199,22950.139,22928.000000,9989.253906,-690.413513,99.762001,50.075836,22931.113,252.526901
13-01-2023 8:00:00000,2524.467285,0.673288,0.000000,73.029587,1159337.625000,1955018.875000,13269.851,22987.328,23033.285,23003.855,10135.391,-70.905975,99.997551,50.094559,23008.156250,254.737106
13-01-2023 8:15:00000,2535.472656,8.960588,0.000000,43.904045,1161873.000000,1954984.000000,13273.316,22992.525,23030.902,23006.332,10130.558,-19.828587,99.999809,50.099594,23009.920,254.559540
13-01-2023 8:30:00000,2522.576660,44.052994,0.000000,14.031025,1164395.625000,1955014.000000,13290.954,23024.914,23064.855,23036.676,9994.871094,537.450439,-99.855736,49.899120,23042.148,251.201385
13-01-2023 8:45:00000,1379.505005,32.885109,0.000000,43.837589,1165775.125000,1955003.000000,13294.262,23032.850,23070.158,23041.455,3943.903076,-493.884399,99.225006,50.121689,23048.154,100.101303
13-01-2023 9:00:00000,992.239441,0.000000,0.000000,102.730232,1166767.375000,1954900.250000,13281.660,23011.221,23047.229,23018.937500,3987.912842,-424.130829,99.439194,50.193924,23025.795,101.119232
13-01-2023 9:15:00000,993.209595,0.000000,0.000000,73.533394,1167760.625000,1954826.750000,13257.206,22968.404,23004.123,22976.533,3995.983154,-147.423950,99.932014,50.051529,22983.021,100.976547
13-01-2023 9:30:00000,1025.103760,13.392914,0.000000,4.695588,1168785.750000,1954835.500000,13308.338,23058.914,23096.031250,23065.178,4174.334961,-85.619087,99.978973,50.137817,23073.373,104.899796
13-01-2023 9:45:00000,1034.060425,0.349602,0.000000,27.100821,1169819.750000,1954808.750000,13258.181,22970.838,23007.084,22978.098,4131.477539,2.002274,100.000000,50.042068,22985.340,104.178474
13-01-2023 10:00:00000,1032.903076,1.179487,0.000000,10.275534,1170852.625000,1954799.625000,13210.474,22890.209,22923.607,22893.453,4141.252930,-2.220237,100.000000,49.874092,22902.422,104.846764
13-01-2023 10:15:00000,1049.460205,2.402707,0.000000,8.336616,1171902.125000,1954793.625000,13237.223,22939.975,22984.258,22943.395,4281.386719,-33.100605,99.997009,49.871227,22955.877,108.075760
13-01-2023 10:30:00000,1062.867676,53.797394,0.000000,0.489990,1172965.000000,1954847.000000,13281.437,23017.270,23059.148,23018.514,4284.142090,293.532166,-99.766098,50.012836,23031.643,108.078506
13-01-2023 10:45:00000,1061.041870,99.999107,0.000000,0.000000,1174026.000000,1954947.000000,13276.050,23010.236,23050.961,23007.539,4293.673340,529.422913,-99.248375,49.969238,23022.912,108.903290
13-01-2023 11:00:00000,1059.692505,126.884521,0.000000,0.000000,1175085.750000,1955073.875000,13283.714,23025.047,23066.020,23020.357,4255.643066,523.596375,-99.251595,49.953484,23037.141,107.832047
13-01-2023 11:15:00000,1061.571289,125.456062,0.000000,0.000000,1176147.250000,1955199.250000,13254.370,22968.076,23010.586,22973.326,4254.935547,380.526123,-99.602478,49.974415,22983.996,107.694016
13-01-2023 11:30:00000,1066.841675,48.942593,0.000000,0.000000,1177214.125000,1955248.250000,13240.684,22949.562500,22984.395,22947.379,4223.596191,65.854919,-99.987846,49.963940,22960.445,106.597115
13-01-2023 11:45:00000,1029.858032,22.822403,0.000000,0.038948,1178244.000000,1955271.000000,13253.833,22971.561,23015.893,22971.361,4103.139648,16.882605,-99.999153,50.018238,22986.271,103.508904
13-01-2023 12:00:00000,1002.112000,6.238280,0.000000,3.201910,1179246.125000,1955274.125000,13246.689,22957.979,23003.949,22960.367,3946.461670,-3.837672,100.000000,49.998554,22974.098,99.646553
13-01-2023 12:15:00000,1000.653503,2.165365,0.000000,107.045738,1180246.750000,1955169.250000,13239.364,22943.381,22997.057,22952.593750,3997.664551,-622.273682,98.810089,49.999001,22964.343750,102.188095
13-01-2023 12:30:00000,1000.907898,0.000000,0.000000,154.843979,1181247.625000,1955014.375000,13230.627,22928.549,22980.504,22936.611,4017.195068,-552.083069,99.068817,50.024933,22948.555,102.492188
13-01-2023 12:45:00000,1000.087646,0.000000,0.000000,144.202271,1182247.750000,1954870.125000,13240.513,22946.891,23002.557,22955.051,4011.758789,-537.465210,99.114471,50.044281,22968.166,102.191788
13-01-2023 13:00:00000,998.290833,0.000000,0.000000,95.414436,1183246.000000,1954774.750000,13242.851,22949.514,22996.992,22955.838,3985.608398,-429.971954,99.423111,50.003010,22967.447,101.225533
13-01-2023 13:15:00000,996.705688,0.000000,0.000000,74.070923,1184242.750000,1954700.625000,13214.578,22901.218750,22962.566,22913.547,3992.039063,-206.038651,99.867073,49.950630,22925.777,101.100372
13-01-2023 13:30:00000,1004.995789,19.724684,0.000000,24.952873,1185247.750000,1954695.375000,13316.814,23081.467,23132.152,23083.584,4021.977539,221.399399,-99.848831,49.980808,23099.068,101.114792
13-01-2023 13:45:00000,1018.246704,78.741096,0.000000,0.000000,1186266.000000,1954774.125000,13339.133,23116.258,23174.467,23127.992,4079.549805,222.927460,-99.851028,50.006027,23139.572,102.380844
13-01-2023 14:00:00000,1025.539063,9.200138,0.000000,56.519783,1187291.500000,1954726.875000,13260.207,22976.648,23034.371,22992.633,4085.833496,-508.407257,99.234711,50.020115,23001.217,103.775261
13-01-2023 14:15:00000,1028.957275,0.000000,0.000000,58.014553,1188320.500000,1954668.875000,13243.455,22946.732,22998.840,22961.227,4080.041016,-60.234322,99.989105,49.987278,22968.934,102.995926
13-01-2023 14:30:00000,1033.097778,0.337845,0.000000,18.273685,1189353.625000,1954650.875000,13256.106,22971.822,23033.527,22986.467,4127.123535,-188.395660,99.895973,49.964096,22997.271,104.155594
13-01-2023 14:45:00000,1032.239990,0.000000,0.000000,87.235542,1190385.875000,1954563.625000,13267.471680,22988.418,23046.486,23006.004,4141.264160,-249.691467,99.818726,49.976452,23013.637,104.521080
13-01-2023 15:00:00000,1030.921631,0.000000,0.000000,69.255768,1191416.750000,1954494.375000,13278.559,23006.666,23058.861,23022.912,4124.008789,-257.350708,99.805862,50.163330,23029.480,104.026665
13-01-2023 15:15:00000,1031.242554,0.000000,0.000000,92.707840,1192448.000000,1954401.750000,13262.983,22979.020,23035.787,22998.393,4119.701660,-422.731598,99.477661,50.109779,23004.400,104.326340
13-01-2023 15:30:00000,1027.486328,0.000000,0.000000,110.461937,1193475.500000,1954291.250000,13278.877930,23009.076,23064.131,23023.889,4083.687988,-483.460175,99.306496,50.064503,23032.365,103.491318
13-01-2023 15:45:00000,1018.190552,0.000000,0.000000,143.892960,1194493.625000,1954147.375000,13225.711,22921.900,22974.922,22928.566,4031.891357,-418.409515,99.465851,49.958172,22941.797,102.439056
13-01-2023 16:00:00000,999.137939,0.000000,0.000000,101.127785,1195492.750000,1954046.250000,13269.081,22989.168,23048.529,23010.717,3990.302734,-465.781311,99.325607,50.073154,23016.139,101.186310
13-01-2023 16:15:00000,1017.016296,0.000000,0.000000,130.553940,1196509.875000,1953915.625000,13258.627,22972.627,23026.203,22988.773,4046.224365,-603.643311,98.905403,50.090748,22995.869,103.141449
13-01-2023 16:30:00000,997.729126,0.000000,0.000000,141.370438,1197507.500000,1953774.250000,13243.320,22951.934,23011.484,22962.137,3964.841309,-533.394043,99.107170,50.102474,22975.186,100.956421
13-01-2023 16:45:00000,997.860718,0.000000,0.000000,165.399109,1198505.375000,1953608.875000,13266.532,22984.316,23042.968750,23005.918,3962.366699,-623.131958,98.785896,50.119343,23011.066,101.057022
13-01-2023 17:00:00000,1017.047180,0.000000,0.000000,189.108200,1199522.500000,1953419.750000,13258.158,22968.910,23025.369,22990.611,4203.509766,-732.976563,98.513527,50.204937,22994.963,107.464249
13-01-2023 17:15:00000,1042.031738,0.000000,0.000000,161.364914,1200564.500000,1953258.375000,13316.853,23073.268,23131.020,23091.369,4048.743408,-682.964233,98.606918,50.223576,23098.553,103.073090
13-01-2023 17:30:00000,1002.207092,0.000000,0.000000,171.738007,1201566.750000,1953086.750000,13305.527,23053.273,23116.857,23075.100,4017.244385,-846.230713,97.852547,50.055332,23081.744,103.136368
13-01-2023 17:45:00000,1022.706970,0.000000,0.000000,162.151657,1202589.375000,1952924.500000,13324.049,23086.633,23147.752,23104.879,4098.375000,-659.706970,98.729111,50.014450,23113.088,104.170998
13-01-2023 18:00:00000,795.835205,0.000000,0.000000,182.708893,1203385.250000,1952741.875000,13307.637,23050.201,23113.758,23081.977,2749.434082,-715.617065,96.775696,50.106903,23081.979,71.604454
13-01-2023 18:15:00000,826.895813,0.000000,0.000000,126.207512,1204212.125000,1952615.625000,13292.063,23024.201,23080.518,23051.988,4052.446533,-357.542969,99.613037,50.086433,23052.234,102.308929
13-01-2023 18:30:00000,1034.156616,0.438839,0.000000,26.000267,1205246.250000,1952590.000000,13348.187,23113.061,23157.314,23145.775,4184.690918,-82.684082,99.980484,50.075523,23138.717,104.873222
13-01-2023 18:45:00000,1036.984741,0.000039,0.000000,28.170834,1206283.250000,1952561.875000,13292.680,23023.836,23076.529,23050.566,4133.087402,-125.677513,99.953804,49.934288,23050.311,104.064758
13-01-2023 19:00:00000,1036.437744,0.043549,0.000000,33.039909,1207319.750000,1952528.875000,13322.386,23069.977,23121.074,23103.748,4145.501953,-171.338318,99.914696,50.062920,23098.268,104.187408
13-01-2023 19:15:00000,983.947571,0.000000,0.000000,59.596966,1208303.625000,1952469.250000,13264.013,22964.941,23016.748,23004.680,2759.760498,-219.438858,99.685371,49.944191,22995.457,70.063080
13-01-2023 19:30:00000,962.886108,5.123337,0.000000,8.631600,1209266.500000,1952465.750000,13324.172,23078.375000,23130.516,23104.824,4113.120605,-153.360535,99.930565,49.947536,23104.570,103.288132
13-01-2023 19:45:00000,1385.262817,5.107951,0.000000,39.861397,1210651.750000,1952431.000000,13314.416,23063.289,23107.428,23081.904,6239.580566,67.292732,-99.994186,49.858795,23084.209,156.409256
13-01-2023 20:00:00000,1753.666992,6.199256,0.000000,36.375565,1212405.500000,1952400.875000,13306.656250,23056.828,23093.100,23061.283,7852.706055,-335.354095,99.908936,49.906151,23070.402,197.002899
13-01-2023 20:15:00000,2049.667969,9.377131,0.000000,33.765987,1214455.125000,1952376.500000,13343.894,23118.496,23161.770,23130.174,9085.926758,-130.791733,99.989639,49.913773,23136.812500,227.038849
13-01-2023 20:30:00000,2455.781738,57.925621,0.000000,9.617063,1216910.875000,1952424.750000,13313.718750,23063.004,23108.463,23080.367,9949.288086,197.537857,-99.980293,49.992500,23083.945,249.193726
13-01-2023 20:45:00000,2483.695801,115.419128,0.000000,0.000000,1219394.625000,1952540.250000,13374.721,23169.586,23212.307,23184.195,9864.516602,566.773987,-99.835350,50.033813,23188.695,246.314941
13-01-2023 21:00:00000,2481.199707,95.263176,0.000000,0.299730,1221875.875000,1952635.125000,13345.569,23114.629,23158.811,23136.795,9913.144531,207.873642,-99.978020,50.181034,23136.746,247.739746
13-01-2023 21:15:00000,2439.437988,99.842567,0.000000,0.244622,1224315.250000,1952734.750000,13317.600,23062.762,23106.008,23089.093750,9885.977539,265.318024,-99.964005,50.119209,23085.955,247.602112
13-01-2023 21:30:00000,2529.067383,134.969574,0.000000,0.006721,1226844.375000,1952869.750000,13333.590,23089.217,23135.223,23118.699,9977.961914,356.035675,-99.936401,50.102001,23114.379,249.703934
13-01-2023 21:45:00000,2494.563721,37.600067,0.000000,7.316875,1229338.875000,1952900.000000,13307.278320,23042.324,23089.379,23074.213,9972.708008,-114.212494,99.993446,50.095524,23068.639,249.917160
13-01-2023 22:00:00000,2507.871826,18.169743,0.000000,30.422447,1231846.750000,1952887.750000,13337.518,23093.895,23141.020,23127.359,10031.499,42.239666,-99.999115,50.048176,23120.758,250.818237
13-01-2023 22:15:00000,2407.612305,6.142990,0.000000,38.693771,1234254.375000,1952855.250000,13316.676,23056.924,23097.320,23088.604,9026.574219,-88.234093,99.995224,50.060604,23080.949,226.140228
13-01-2023 22:30:00000,2470.351807,19.291519,0.000000,13.935727,1236724.750000,1952860.500000,13306.135,23037.510,23076.529,23069.635,10024.417,-91.889923,99.995796,49.935394,23061.225,251.305817
13-01-2023 22:45:00000,2511.256348,27.788141,0.000000,13.535809,1239236.000000,1952874.750000,13317.480,23064.379,23105.803,23087.738,10024.662,284.791107,-99.959671,49.949448,23085.975,251.127975
13-01-2023 23:00:00000,2520.747070,20.290812,0.000000,20.011648,1241756.750000,1952875.125000,13326.280,23075.395,23115.484,23103.549,10116.164,-61.099438,99.998177,50.019218,23098.143,253.183594
13-01-2023 23:15:00000,2475.985107,7.659797,0.000000,38.315388,1244232.750000,1952844.375000,13293.330,23018.672,23055.031250,23044.279,10123.698,-204.496750,99.979607,49.994579,23039.328,254.059616
13-01-2023 23:30:00000,2593.587646,14.799410,0.000000,28.710554,1246826.250000,1952830.500000,13331.104,23084.576,23115.832,23107.018,10258.221680,184.820419,-99.983772,49.968513,23102.475,256.710907
13-01-2023 23:45:00000,2570.639648,14.811745,0.000000,28.652660,1249397.000000,1952816.625000,13318.917,23060.924,23093.768,23087.961,10300.014,-198.139221,99.981499,50.023956,23080.883,257.987427
14-01-2023 0:00:00000,2529.277588,1.718130,0.000000,68.904335,1251926.250000,1952749.500000,13302.121,23038.307,23075.328,23057.857,10027.176,-352.496948,99.938263,50.099010,23057.166,251.573639
14-01-2023 0:15:00000,2475.431152,14.823318,0.000000,26.583117,1254401.625000,1952737.750000,13349.803,23125.189,23159.664,23137.184,10072.524,115.402046,-99.993439,50.011776,23140.680,251.669540
14-01-2023 0:30:00000,2573.679932,8.869891,0.000000,38.875774,1256975.375000,1952707.750000,13293.779,23024.061,23059.859,23042.682,10106.218750,-362.033905,99.935898,49.966763,23042.201,253.744019
14-01-2023 0:45:00000,2510.494629,37.665054,0.000000,11.171016,1259485.875000,1952734.250000,13278.901,22998.662,23037.197,23017.914,10079.013,174.694672,-99.984985,49.968845,23017.924,253.215088
14-01-2023 1:00:00000,2516.710693,143.106476,0.000000,0.000000,1262002.500000,1952877.375000,13343.727,23110.828,23149.740,23130.486,10076.884,880.067139,-99.620796,49.970943,23130.352,252.875580
14-01-2023 1:15:00000,2468.460938,66.384377,0.000000,4.231528,1264471.000000,1952939.500000,13298.102,23032.771,23072.564,23051.016,10042.167,22.875025,-99.999741,50.010914,23052.117,251.908005
14-01-2023 1:30:00000,2564.232666,47.075817,0.000000,5.728621,1267035.250000,1952980.875000,13294.555,23025.912,23065.309,23045.457,10047.968,-279.393158,99.961365,50.056808,23045.559,252.217056
14-01-2023 1:45:00000,2518.835205,11.465424,0.000000,31.421976,1269554.125000,1952960.875000,13313.807,23065.639,23111.004,23078.738,10117.476,-113.168587,99.993744,50.042133,23085.127,253.459366
14-01-2023 2:00:00000,2516.401123,1.446363,0.000000,58.388046,1272070.500000,1952903.875000,13337.605,23104.084,23150.428,23121.732,10091.196,100.849579,-99.995003,49.927883,23125.414,252.359283
14-01-2023 2:15:00000,2471.960205,1.365648,0.000000,69.065506,1274542.375000,1952836.250000,13292.005,23025.348,23067.770,23040.687500,10070.251,-476.141663,99.888405,49.985386,23044.602,252.972656
14-01-2023 2:30:00000,2577.846436,32.767967,0.000000,31.766270,1277120.250000,1952837.250000,13306.660,23052.213,23097.545,23066.494,10393.381,291.250366,-99.960762,49.958679,23072.084,260.580750
14-01-2023 2:45:00000,2578.699463,147.813782,0.000000,0.000000,1279699.000000,1952985.000000,13351.566,23130.070,23171.832,23142.418,10175.578,882.647766,-99.625900,49.940460,23148.105,255.172897
14-01-2023 3:00:00000,2540.889893,156.927628,0.000000,0.000000,1282239.875000,1953142.000000,13299.160,23037.100,23077.789,23051.979,10200.634,384.772095,-99.928932,49.972275,23055.621,256.052246
14-01-2023 3:15:00000,2496.182129,84.993889,0.000000,2.497099,1284736.000000,1953224.500000,13300.221680,23038.500000,23082.762,23056.086,10111.452,103.016212,-99.994812,50.091362,23059.115,253.608398
14-01-2023 3:30:00000,2583.659180,52.432827,0.000000,2.268244,1287319.750000,1953274.625000,13359.265,23143.242,23186.205,23156.412,10183.479,555.532043,-99.851532,50.076843,23161.953,254.656845
14-01-2023 3:45:00000,2539.544678,42.506824,0.000000,3.183008,1289859.250000,1953314.000000,13304.867,23047.176,23087.477,23061.971,10184.479,184.932678,-99.983521,50.027855,23065.541,255.399490
14-01-2023 4:00:00000,2538.498047,42.816811,0.000000,4.600439,1292397.750000,1953352.125000,13299.667,23037.468750,23083.482,23055.873,10180.074,-119.036072,99.993164,50.104507,23058.941,255.317780
