Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,kWh del-rec,kVARh del-rec,Vln a,Vll ab,Vll bc,Vll ca,kW tot,kVAR tot,PF sign tot,Freq,Vll avg,I avg
31-12-2022 0:15:00000,2521.243896,212.169220,0.000000,0.000000,8663821.000000,2038996.000000,13425.521,23270.205,23299.973,23257.920,10056.448,740.426208,-99.730049,50.059380,23276.031250,250.536148
31-12-2022 0:30:00000,2517.602539,264.138855,0.000000,0.000000,8666339.000000,2039260.125000,13417.558,23258.854,23288.062500,23242.650,10063.307,1135.334473,-99.369606,50.019352,23263.189,251.789078
31-12-2022 0:45:00000,2521.919434,267.742828,0.000000,0.000000,8668860.000000,2039527.875000,13405.838,23243.586,23273.707,23220.020,10272.729,992.811340,-99.536232,49.940151,23245.770,256.756958
31-12-2022 1:00:00000,2549.097656,224.721420,0.000000,0.000000,8671410.000000,2039752.500000,13414.059570,23256.213,23287.633,23236.187500,10197.019,776.775879,-99.711113,49.956936,23260.012,254.263947
31-12-2022 1:15:00000,2544.439697,247.406708,0.000000,0.000000,8673954.000000,2040000.000000,13424.558,23273.127,23299.793,23252.016,10144.181,1108.929932,-99.407791,49.996212,23274.979,253.570404
31-12-2022 1:30:00000,2556.796387,277.850739,0.000000,0.000000,8676511.000000,2040277.875000,13415.715820,23257.383,23284.490,23237.408,10210.535,1129.067505,-99.394165,49.979073,23259.760,255.433014
31-12-2022 1:45:00000,2556.537842,249.738403,0.000000,0.000000,8679067.000000,2040527.500000,13419.612,23267.439,23296.184,23243.437500,10209.948,869.482361,-99.639343,49.993435,23269.020,254.674301
31-12-2022 2:00:00000,2556.718994,189.649734,0.000000,0.000000,8681624.000000,2040717.250000,13402.184570,23233.428,23263.346,23215.443,10208.291,792.977051,-99.699654,49.954380,23237.404,254.810364
31-12-2022 2:15:00000,2556.915283,271.506714,0.000000,0.000000,8684181.000000,2040988.750000,13409.288,23239.162,23277.629,23235.559,10222.355,1351.213867,-99.137680,49.977791,23250.783,256.489746
31-12-2022 2:30:00000,2555.427002,307.622314,0.000000,0.000000,8686736.000000,2041296.375000,13449.364,23297.107,23353.609,23319.865,10238.090820,428.469086,-99.912544,50.050892,23323.527,254.115799
31-12-2022 2:45:00000,2556.302979,53.288898,0.000000,0.003080,8689293.000000,2041349.625000,13403.113,23219.434,23274.484,23237.809,10232.676,173.682785,-99.985596,50.036682,23243.908,254.656387
31-12-2022 3:00:00000,2554.310791,44.421318,0.000000,0.000000,8691847.000000,2041394.000000,13413.536,23234.906250,23290.086,23256.838,10241.459,218.918839,-99.977165,50.032700,23260.611,254.720932
31-12-2022 3:15:00000,2559.684570,39.181164,0.000000,0.000000,8694407.000000,2041433.250000,13407.312,23225.346,23279.766,23245.307,10196.615,95.713959,-99.995598,49.975048,23250.141,253.653030
31-12-2022 3:30:00000,2556.352539,17.800148,0.000000,0.069765,8696963.000000,2041451.000000,13410.826,23227.299,23284.086,23254.468750,10229.771,62.160042,-99.998154,50.042183,23255.285,254.425598
31-12-2022 3:45:00000,2556.552002,25.260658,0.000000,0.037063,8699520.000000,2041476.125000,13403.461,23217.389,23270.656250,23238.393,10220.765,131.120544,-99.991776,49.941532,23242.146,254.352783
31-12-2022 4:00:00000,2556.509277,22.525610,0.000000,0.023835,8702076.000000,2041498.625000,13403.899,23219.338,23272.803,23238.764,10201.000000,44.744427,-99.999039,49.944233,23243.635,253.811020
31-12-2022 4:15:00000,2553.869629,21.374260,0.000000,0.021643,8704630.000000,2041520.000000,13408.361,23226.385,23284.377,23249.035,10153.296,57.229630,-99.998413,50.077850,23253.266,252.525009
31-12-2022 4:30:00000,2553.001465,3.749362,0.000000,1.708562,8707183.000000,2041522.125000,13411.000000,23231.549,23288.160,23252.787,10193.705,-7.851574,100.000000,50.050465,23257.498,253.485840
31-12-2022 4:45:00000,2555.778809,0.815516,0.000000,19.616192,8709739.000000,2041503.250000,13409.492,23229.223,23283.730,23248.982,10238.233,-102.579063,99.994980,50.067863,23253.980,254.627121
31-12-2022 5:00:00000,2551.467529,0.000000,0.000000,24.547201,8712290.000000,2041478.750000,13407.923,23227.613,23279.793,23244.434,10214.718750,-67.536247,99.997818,50.068268,23250.613,254.080444
31-12-2022 5:15:00000,2555.808105,0.392961,0.000000,11.945882,8714846.000000,2041467.125000,13403.199,23219.668,23275.049,23237.602,10254.846680,20.860962,-99.999794,49.969658,23244.107,255.141968
31-12-2022 5:30:00000,2558.865723,0.442850,0.000000,14.185894,8717405.000000,2041453.375000,13408.363,23229.312500,23282.687500,23245.387,10226.393,-38.182926,99.999306,49.977257,23252.461,254.346741
31-12-2022 5:45:00000,2557.900391,3.411689,0.000000,7.072249,8719963.000000,2041449.750000,13410.907,23233.191,23287.100,23250.037,10287.898,93.512352,-99.995872,49.966614,23256.775,255.825089
31-12-2022 6:00:00000,2559.836426,6.666351,0.000000,0.703350,8722523.000000,2041455.750000,13402.249,23218.391,23272.268,23235.143,10263.642,34.057564,-99.999451,49.907082,23241.934,255.383698
31-12-2022 6:15:00000,2560.080811,37.379528,0.000000,0.000273,8725083.000000,2041493.125000,13413.415,23237.525,23291.078,23254.271,10257.946,194.681778,-99.981995,49.902191,23260.959,255.063339
31-12-2022 6:30:00000,2558.625000,27.104345,0.000000,11.414012,8727641.000000,2041508.750000,13411.292,23233.182,23289.982,23252.900,10255.430,-225.303421,99.975876,49.966202,23258.689,255.021378
31-12-2022 6:45:00000,2530.398926,0.263922,0.000000,24.029047,8730172.000000,2041485.000000,13408.708,23228.547,23282.752,23247.051,10062.098,-81.041679,99.996758,49.996593,23252.783,250.265015
31-12-2022 7:00:00000,2501.451660,0.492099,0.000000,17.031597,8732673.000000,2041468.500000,13408.950,23231.143,23282.496,23245.098,10077.952,-155.901917,99.988037,49.983246,23252.912,250.674332
31-12-2022 7:15:00000,2534.602539,0.000000,0.000000,52.555283,8735208.000000,2041416.000000,13407.809570,23228.795,23281.689,23244.059,10093.771,-289.012146,99.959030,49.935543,23251.514,251.167511
31-12-2022 7:30:00000,2531.810303,0.000000,0.000000,102.542725,8737740.000000,2041313.375000,13410.137,23232.695,23291.449,23251.449,10136.760,-553.840759,99.851074,50.046932,23258.531250,252.423279
31-12-2022 7:45:00000,2534.718994,0.000000,0.000000,125.075005,8740274.000000,2041188.375000,13407.691,23229.008,23282.166,23243.699,10121.787,-469.178680,99.892738,49.987278,23251.623,252.006226
31-12-2022 8:00:00000,2530.391113,0.000000,0.000000,104.585899,8742805.000000,2041083.750000,13396.051,23208.762,23263.859,23224.717,10158.005,-302.590851,99.955666,49.767628,23232.445,252.959579
31-12-2022 8:15:00000,1411.939819,0.000000,0.000000,88.445641,8744217.000000,2040995.250000,13449.257,23297.125000,23353.082,23320.377,4822.414063,-68.216255,99.989998,49.915661,23323.527,119.913528
31-12-2022 8:30:00000,2122.486816,0.326799,0.000000,74.891418,8746339.000000,2040920.750000,13402.008,23214.904,23274.621,23239.387,9891.682617,-450.280396,99.896553,50.035995,23242.971,246.374557
31-12-2022 8:45:00000,2496.603271,0.000000,0.000000,131.461731,8748836.000000,2040789.250000,13397.025,23204.855,23266.795,23232.539,10090.391,-654.628906,99.790215,50.055660,23234.730,251.666687
31-12-2022 9:00:00000,2515.138672,0.000000,0.000000,147.401428,8751351.000000,2040641.875000,13409.394,23227.684,23290.148,23253.564,10059.254,-533.699768,99.859550,50.065765,23257.131,250.479187
31-12-2022 9:15:00000,2561.324951,0.000000,0.000000,67.763077,8753912.000000,2040574.125000,13404.547,23219.111,23280.588,23244.457,10265.659180,-148.668152,99.989517,49.950607,23248.051,255.328384
31-12-2022 9:30:00000,2586.586670,0.000000,0.000000,52.829182,8756499.000000,2040521.250000,13400.052,23210.537,23276.711,23239.562500,10368.133,-293.892151,99.959846,50.088577,23242.271,257.995087
31-12-2022 9:45:00000,2588.163330,0.000000,0.000000,68.597527,8759087.000000,2040452.625000,13397.578,23205.355,23270.180,23235.041,10331.353,-161.553436,99.987778,50.056400,23236.857,257.062927
31-12-2022 10:00:00000,1669.273926,0.000000,0.000000,96.477608,8760756.000000,2040356.250000,13400.272,23204.244,23273.393,23246.291,4370.932617,-508.788300,99.329330,50.074066,23241.309,109.738937
31-12-2022 10:15:00000,1096.073853,0.000000,0.000000,82.387894,8761852.000000,2040273.750000,13420.622070,23238.967,23306.547,23281.361,4385.335449,-267.232605,99.814842,50.053772,23275.625000,109.408325
31-12-2022 10:30:00000,1102.623535,0.000000,0.000000,93.630989,8762955.000000,2040180.125000,13409.962,23219.818,23291.725,23265.576,4396.159180,-684.117554,98.810722,49.957985,23259.039,110.864334
31-12-2022 10:45:00000,1104.333618,0.000000,0.000000,188.310120,8764059.000000,2039991.875000,13410.866,23221.334,23291.301,23266.873,4401.850586,-566.255493,99.182716,49.965034,23259.836,110.590027
31-12-2022 11:00:00000,1101.208740,0.000000,0.000000,117.015396,8765160.000000,2039874.875000,13433.402,23257.266,23323.350,23305.414,4404.035156,-291.393341,99.781822,50.060459,23295.342,109.821327
31-12-2022 11:15:00000,1075.809082,0.000000,0.000000,68.596077,8766236.000000,2039806.250000,13436.375000,23265.273,23335.828,23311.281250,4199.548828,-275.751068,99.785118,50.026985,23304.127,104.797287
31-12-2022 11:30:00000,1051.365356,0.126937,0.000000,72.930328,8767288.000000,2039733.500000,13358.159180,23130.506,23176.621,23163.617,4211.926758,-111.651855,99.964882,50.069389,23156.916,105.711578
31-12-2022 11:45:00000,1052.413574,80.375443,0.000000,0.940683,8768340.000000,2039812.875000,13407.411,23212.865,23255.781250,23247.928,4180.459473,503.899017,-99.281364,50.189919,23238.857,105.312302
31-12-2022 12:00:00000,1038.395142,119.777779,0.000000,0.000000,8769378.000000,2039932.625000,13409.557,23218.121,23267.092,23254.053,4133.473633,237.792923,-99.834930,50.062229,23246.422,103.560593
31-12-2022 12:15:00000,1030.493042,56.021706,0.000000,0.000000,8770409.000000,2039988.625000,13397.342,23193.510,23239.465,23232.695,4109.209473,243.178711,-99.825348,50.160492,23221.891,103.066086
31-12-2022 12:30:00000,1065.782471,51.732578,0.000000,0.000000,8771475.000000,2040040.375000,13402.619,23205.627,23252.914,23240.967,4312.186035,181.965958,-99.911087,49.972046,23233.170,107.869530
31-12-2022 12:45:00000,1043.599121,8.663566,0.000000,74.758316,8772518.000000,2039974.375000,13311.238,23045.820,23097.408,23085.896,4090.352295,-507.596741,99.238792,50.046970,23076.375000,103.763298
31-12-2022 13:00:00000,1032.038696,0.000000,0.000000,91.325943,8773550.000000,2039883.000000,13366.008,23140.539,23189.281250,23179.279,4133.045410,-236.072006,99.837273,50.048794,23169.699,103.818359
31-12-2022 13:15:00000,1025.850220,0.000000,0.000000,49.150436,8774576.000000,2039833.875000,13377.163,23160.916,23210.152,23198.529,4146.810059,-216.123032,99.864464,50.098392,23189.867,104.017532
31-12-2022 13:30:00000,1025.780029,0.000000,0.000000,46.032227,8775602.000000,2039787.875000,13386.686,23178.703,23224.334,23212.998,4119.108398,-84.368210,99.979034,50.068584,23205.346,103.176460
31-12-2022 13:45:00000,1071.708130,9.075781,0.000000,2.103111,8776674.000000,2039794.750000,13410.354,23225.650,23277.971,23253.752,4416.708008,16.220554,-99.999329,50.103134,23252.457,110.183685
31-12-2022 14:00:00000,1080.256836,14.803302,0.000000,0.239172,8777754.000000,2039809.375000,13400.422,23205.889,23258.986,23238.289,4227.265625,95.168968,-99.974670,49.923466,23234.389,105.723427
31-12-2022 14:15:00000,1052.641602,25.369812,0.000000,0.216486,8778807.000000,2039834.500000,13413.986,23229.709,23281.289,23260.867,4215.161621,-7.728228,99.999832,49.949642,23257.289,105.286224
31-12-2022 14:30:00000,1053.359131,2.553467,0.000000,4.422096,8779860.000000,2039832.625000,13413.631,23235.920,23292.053,23259.080,4190.344238,-8.096173,99.999817,49.828499,23262.350,104.702927
31-12-2022 14:45:00000,1052.855103,0.064136,0.000000,30.639097,8780913.000000,2039802.000000,13425.357,23251.891,23311.703,23283.512,4199.542969,-218.995941,99.864311,50.024323,23282.369,104.968132
31-12-2022 15:00:00000,1074.276733,0.000000,0.000000,65.069229,8781987.000000,2039737.000000,13416.583,23236.459,23295.115,23268.014,4356.833984,-292.650787,99.775169,49.980896,23266.529,108.929810
31-12-2022 15:15:00000,1063.553711,0.000000,0.000000,99.959961,8783051.000000,2039637.000000,13405.696,23213.381,23276.277,23253.721,4096.560059,-451.675720,99.397652,49.958221,23247.793,103.024910
31-12-2022 15:30:00000,1030.289551,0.000000,0.000000,111.052849,8784081.000000,2039526.000000,13394.146,23196.773,23257.846,23231.230,4089.840576,-475.212616,99.331711,49.940277,23228.617,102.987488
31-12-2022 15:45:00000,1030.027222,0.000000,0.000000,131.521225,8785111.000000,2039394.500000,13443.836,23280.900,23340.760,23317.961,4094.416504,-462.056793,99.369255,50.019886,23313.207,102.732773
31-12-2022 16:00:00000,1028.850586,0.000000,0.000000,102.673347,8786140.000000,2039291.750000,13426.675,23255.590,23310.693,23283.166,4100.293945,-224.589462,99.850327,49.854847,23283.150,102.535233
31-12-2022 16:15:00000,1059.947021,0.000000,0.000000,66.244728,8787200.000000,2039225.500000,13460.991,23314.604,23370.557,23343.684,4360.977539,-362.867188,99.655609,50.072968,23342.947,108.832138
31-12-2022 16:30:00000,1099.292480,0.000000,0.000000,138.821732,8788299.000000,2039086.750000,13438.751,23277.260,23335.564,23305.684,4396.148926,-769.193298,98.503555,50.123726,23306.170,111.118858
31-12-2022 16:45:00000,1099.755615,0.000000,0.000000,172.216507,8789399.000000,2038914.500000,13444.885,23288.131,23346.732,23316.512,4383.910645,-622.130432,99.008003,50.125313,23317.123,110.260643
31-12-2022 17:00:00000,1098.881470,0.000000,0.000000,156.601410,8790498.000000,2038757.875000,13426.798,23253.389,23313.687500,23287.826,4389.259277,-648.187744,98.927109,50.110786,23284.967,110.641174
31-12-2022 17:15:00000,1099.979736,0.000000,0.000000,90.191727,8791598.000000,2038667.750000,13428.187500,23259.635,23316.359,23286.365,4380.781738,-31.870300,99.997353,50.138302,23287.453,109.336311
31-12-2022 17:30:00000,1100.089844,27.025698,0.000000,0.651692,8792698.000000,2038694.125000,13449.831,23298.689,23359.129,23324.730,4427.049316,143.974289,-99.947159,49.910904,23327.518,110.361153
31-12-2022 17:45:00000,1101.637451,20.103861,0.000000,32.338879,8793799.000000,2038681.875000,13362.441,23143.156250,23203.582,23175.859,4425.514648,-472.792664,99.434174,49.917500,23174.199,111.573730
31-12-2022 18:00:00000,1054.779907,0.000000,0.000000,126.912468,8794854.000000,2038554.875000,13395.995,23200.051,23262.639,23235.943,4186.758301,-420.459381,99.499512,50.097702,23232.877,105.353729
31-12-2022 18:15:00000,1053.515259,0.000000,0.000000,111.036980,8795908.000000,2038443.875000,13386.104,23182.863,23248.674,23219.994,4226.476074,-441.138763,99.459702,50.009796,23217.178,106.443031
31-12-2022 18:30:00000,1059.099854,0.000000,0.000000,120.353683,8796967.000000,2038323.500000,13390.877930,23187.494,23249.436,23228.570,4225.348633,-592.213562,99.032036,50.171135,23221.832,106.794563
31-12-2022 18:45:00000,1057.496094,0.000000,0.000000,133.602280,8798024.000000,2038190.000000,13401.831,23204.158,23263.186,23247.105,4217.399414,-535.898560,99.202324,50.254044,23238.150,106.344055
31-12-2022 19:00:00000,1058.479614,0.000000,0.000000,135.720993,8799083.000000,2038054.250000,13395.320,23191.678,23251.676,23237.238,4223.461426,-531.925537,99.216202,50.156082,23226.863,106.510124
31-12-2022 19:15:00000,1058.107056,0.000000,0.000000,133.482819,8800141.000000,2037920.750000,13383.122070,23173.521,23233.012,23214.004,4260.285156,-396.873779,99.568893,50.062393,23206.846,107.159149
31-12-2022 19:30:00000,1079.815918,0.000000,0.000000,117.775932,8801221.000000,2037803.000000,13384.010,23175.658,23234.172,23215.041,4419.538086,-638.912537,98.971138,50.008060,23208.291,111.610962
31-12-2022 19:45:00000,1123.556152,0.000000,0.000000,162.280518,8802344.000000,2037640.625000,13400.712,23209.797,23266.852,23239.832,5234.593262,-733.053223,99.033630,50.069195,23238.826,131.950241
31-12-2022 20:00:00000,806.702576,0.016247,86.671326,174.140976,8803064.000000,2037466.500000,13398.442,23206.857,23266.016,23236.580,6017.504883,-822.297058,99.079201,49.864468,23236.484,151.494980
31-12-2022 20:15:00000,1996.803711,0.000000,0.000000,237.143066,8805061.000000,2037229.375000,13383.893,23189.332,23249.455,23207.064,9700.660156,-734.643982,99.714462,49.973495,23215.283,242.412247
31-12-2022 20:30:00000,2462.153809,0.000000,0.000000,182.886749,8807523.000000,2037046.500000,13397.812500,23212.828,23271.279,23230.490,10008.043,-672.027405,99.775314,49.832695,23238.199,249.695236
31-12-2022 20:45:00000,2513.406738,0.000000,0.000000,165.379349,8810037.000000,2036881.125000,13359.342,23141.045,23198.803,23166.037,10031.922,-439.049469,99.904366,49.868969,23168.629,250.727036
31-12-2022 21:00:00000,2498.890137,0.000000,0.000000,148.806366,8812535.000000,2036732.375000,13400.971,23209.041,23269.299,23240.939,9938.625000,-682.475281,99.765060,50.010578,23239.760,247.900284
31-12-2022 21:15:00000,2495.445801,0.000000,0.000000,167.459671,8815031.000000,2036564.875000,13369.769,23152.352,23219.578,23191.820,9959.167969,-849.469299,99.638206,49.946468,23187.918,249.296722
31-12-2022 21:30:00000,2499.469727,0.000000,0.000000,220.273209,8817530.000000,2036344.625000,13371.620,23154.531250,23221.299,23195.322,10239.893,-1211.306885,99.307594,50.010551,23190.385,257.028809
31-12-2022 21:45:00000,2557.259766,0.000000,0.000000,277.652649,8820088.000000,2036067.000000,13307.423,23041.881,23105.807,23083.182,10227.152,-2030.581543,98.085358,50.103851,23076.957,261.098206
31-12-2022 22:00:00000,2513.823242,0.000000,0.000000,307.748077,8822601.000000,2035759.250000,13456.234,23303.307,23362.498,23336.459,10012.630,-463.895355,99.892845,50.143898,23334.088,248.420990
31-12-2022 22:15:00000,2502.426758,0.000000,0.000000,242.305862,8825104.000000,2035516.875000,13362.905,23143.348,23205.869,23175.619,9993.511719,-1161.353394,99.331520,50.069481,23174.945,250.996918
31-12-2022 22:30:00000,2498.455566,0.000000,0.000000,268.615723,8827602.000000,2035248.250000,13309.752930,23051.326,23115.973,23084.494,9987.256836,-1840.510254,98.344002,50.087688,23083.930,254.280075
31-12-2022 22:45:00000,2492.774658,0.000000,0.000000,341.931366,8830095.000000,2034906.375000,13414.422,23236.371,23302.182,23264.609,9964.420898,-1432.023560,98.983047,50.114262,23267.721,250.105270
31-12-2022 23:00:00000,2495.890625,0.000000,0.000000,388.867188,8832591.000000,2034517.500000,13462.036,23318.650,23383.920,23346.686,10033.413,-974.377808,99.531761,50.004639,23349.752,249.598190
31-12-2022 23:15:00000,2557.728271,0.000000,0.000000,389.976898,8835149.000000,2034127.500000,13423.119,23253.441,23315.468750,23276.531250,10252.019,-928.763306,99.592155,49.982971,23281.814,255.619415
31-12-2022 23:30:00000,2496.857666,0.000000,0.000000,308.112915,8837646.000000,2033819.375000,13307.717,23053.428,23116.359,23077.455,10250.146,-1812.642334,98.472115,50.035694,23082.414,260.621338
31-12-2022 23:45:00000,2558.947754,0.000000,0.000000,332.259308,8840205.000000,2033487.125000,13437.808,23281.430,23342.545,23300.295,10248.958,-863.959961,99.646584,50.127560,23308.090,255.120514
01-01-2023 0:00:00000,2564.464111,0.000000,0.000000,375.471710,8842769.000000,2033111.625000,13444.508,23292.932,23351.154,23310.416,10259.027,-1040.463501,99.489639,50.122032,23318.168,255.640869
01-01-2023 0:15:00000,2563.071777,0.000000,0.000000,384.739136,8845332.000000,2032726.875000,13333.742,23099.799,23160.584,23120.744,10283.468,-1509.394409,98.939896,49.900581,23127.041,259.755188
01-01-2023 0:30:00000,2568.014893,0.000000,0.000000,323.116943,8847900.000000,2032403.750000,13353.280,23135.564,23201.713,23156.385,10250.971680,-1832.171875,98.440025,49.919853,23164.555,259.790894
01-01-2023 0:45:00000,2558.531738,0.000000,0.000000,312.468658,8850459.000000,2032091.375000,13479.243,23353.430,23418.189,23373.395,10229.851,-413.951538,99.918228,49.897053,23381.672,253.206512
01-01-2023 1:00:00000,2567.159180,0.000000,0.000000,314.867584,8853026.000000,2031776.500000,13364.050,23153.354,23220.098,23175.730,10243.702,-1389.428833,99.092628,49.879913,23183.061,257.763367
01-01-2023 1:15:00000,2400.338379,0.000000,0.000000,305.715759,8855426.000000,2031470.750000,13444.390,23293.480,23356.531250,23311.840,10271.622070,-482.015320,99.890076,49.909199,23320.617,255.018082
01-01-2023 1:30:00000,2567.512451,0.000000,0.000000,235.450043,8857994.000000,2031235.250000,13405.244,23224.852,23285.668,23243.986,10281.846680,-526.005676,99.869392,49.894920,23251.502,256.093597
01-01-2023 1:45:00000,2541.996094,0.000000,0.000000,188.337296,8860536.000000,2031047.000000,13400.478,23216.156250,23276.021,23235.283,10099.377930,-749.994324,99.725395,50.002659,23242.488,252.017212
01-01-2023 2:00:00000,2517.510986,0.000000,0.000000,211.506866,8863053.000000,2030835.500000,13382.956,23186.971,23245.230,23203.537,10089.127930,-971.458618,99.539635,50.015579,23211.912,252.533630
01-01-2023 2:15:00000,2512.559082,0.000000,0.000000,182.693466,8865566.000000,2030652.750000,13389.640,23199.937500,23256.207,23213.381,10008.427,-610.047607,99.814751,50.056992,23223.176,249.727814
01-01-2023 2:30:00000,2491.650879,0.000000,0.000000,168.007492,8868057.000000,2030484.750000,13374.189,23173.689,23231.266,23187.232,9948.247070,-752.485352,99.715149,50.091564,23197.396,248.748032
01-01-2023 2:45:00000,2487.427734,0.000000,0.000000,213.677277,8870545.000000,2030271.125000,13404.043,23226.029,23282.660,23237.953,9993.190430,-767.823730,99.706123,50.087563,23248.881,249.332108
01-01-2023 3:00:00000,2486.747559,0.000000,0.000000,190.993530,8873032.000000,2030080.125000,13396.930,23213.756,23269.273,23224.951,9985.893555,-656.013245,99.784912,50.044586,23235.994,249.100937
01-01-2023 3:15:00000,2495.302246,0.000000,0.000000,162.082748,8875527.000000,2029918.000000,13368.846,23164.082,23217.982,23176.213,10011.985,-590.933044,99.826271,50.052921,23186.092,250.203186
01-01-2023 3:30:00000,2494.949951,0.000000,0.000000,177.570557,8878022.000000,2029740.500000,13398.314,23215.102,23270.984,23228.033,9990.563477,-803.708130,99.677979,50.046448,23238.039,249.455994
01-01-2023 3:45:00000,2498.117188,0.000000,0.000000,204.339157,8880520.000000,2029536.125000,13392.567,23205.385,23260.529,23217.906250,10034.491,-792.301208,99.689735,50.043507,23227.941,250.604324
01-01-2023 4:00:00000,2501.264648,0.000000,0.000000,211.081177,8883021.000000,2029325.000000,13393.839,23208.176,23264.354,23220.322,10036.149,-954.472229,99.550812,50.043434,23230.951,250.932022
01-01-2023 4:15:00000,2507.232666,0.000000,0.000000,321.970642,8885528.000000,2029003.000000,13373.962,23161.277,23233.434,23200.121,10062.771,-1949.105957,98.175301,50.033123,23198.277,255.549973
01-01-2023 4:30:00000,2503.650146,0.000000,0.000000,507.644318,8888032.000000,2028495.375000,13398.702,23203.379,23275.471,23243.750000,10015.505,-2157.826416,97.756889,50.106613,23240.867,254.944702
01-01-2023 4:45:00000,2503.130127,0.000000,0.000000,522.593994,8890535.000000,2027972.750000,13393.387,23195.492,23266.865,23233.656250,10018.127930,-2108.909912,97.855316,50.073483,23232.004,254.868286
01-01-2023 5:00:00000,2499.923096,0.000000,0.000000,527.949280,8893035.000000,2027444.875000,13370.064,23155.186,23225.963,23192.857,10000.038,-2096.971680,97.871323,50.096550,23191.334,254.799591
01-01-2023 5:15:00000,2500.880371,0.000000,0.000000,435.875244,8895536.000000,2027009.000000,13335.209,23095.037,23164.547,23131.820,9997.627930,-2431.351563,97.167885,50.117172,23130.468750,257.200500
01-01-2023 5:30:00000,2494.450684,0.000000,0.000000,432.587860,8898030.000000,2026576.375000,13362.718,23143.322,23215.082,23179.740,9919.738281,-1807.945679,98.379379,50.050407,23179.381,251.612610
01-01-2023 5:45:00000,2488.786865,0.000000,0.000000,412.157410,8900519.000000,2026164.250000,13376.462,23167.637,23238.002,23202.424,9936.958984,-1826.389038,98.352547,50.016605,23202.687500,251.856415
01-01-2023 6:00:00000,2489.375244,0.000000,0.000000,420.757050,8903009.000000,2025743.500000,13349.159180,23120.211,23191.436,23155.959,9959.932617,-1886.661621,98.252785,50.026436,23155.867,253.202652
01-01-2023 6:15:00000,2490.705078,0.000000,0.000000,426.711731,8905499.000000,2025316.750000,13413.223,23232.736,23307.125000,23267.283,9944.368164,-1704.774170,98.562187,49.960445,23269.049,250.800964
01-01-2023 6:30:00000,2483.899658,0.000000,0.000000,489.947052,8907983.000000,2024826.875000,13384.910,23183.324,23256.596,23218.408,9874.012695,-1965.608032,98.075592,50.097790,23219.443,250.789520
01-01-2023 6:45:00000,2491.410156,0.000000,0.000000,548.181152,8910475.000000,2024278.625000,13386.518,23185.273,23256.607,23220.443,10008.207,-2251.205566,97.562317,49.998837,23220.775,255.503601
01-01-2023 7:00:00000,2362.692871,0.000000,0.000000,538.600525,8912837.000000,2023740.000000,13402.063,23210.668,23280.414,23248.468750,5316.857910,-1912.792480,94.095940,49.887295,23246.518,140.798340
01-01-2023 7:15:00000,1208.979980,0.000000,0.000000,466.468536,8914046.000000,2023273.625000,13400.138,23206.047,23275.168,23246.021,4275.308105,-1920.368286,91.220238,49.888641,23242.412,116.964905
01-01-2023 7:30:00000,1081.916626,0.000000,0.000000,479.505249,8915128.000000,2022794.125000,13381.557,23172.668,23243.664,23214.957,4366.684082,-2051.239746,90.511162,50.052013,23210.430,120.525574
01-01-2023 7:45:00000,1093.036743,0.000000,0.000000,544.769226,8916221.000000,2022249.250000,13432.633,23263.488,23338.271,23304.309,4381.522949,-1940.412720,91.434753,50.172520,23302.023,119.267059
01-01-2023 8:00:00000,1087.302612,0.000000,0.000000,499.388184,8917309.000000,2021749.875000,13430.356,23260.076,23338.008,23301.650,4286.708984,-1931.933228,91.168945,50.235077,23299.912,117.044662
01-01-2023 8:15:00000,1073.527344,0.000000,0.000000,454.238617,8918382.000000,2021295.625000,13444.206,23287.080,23367.465,23325.402,4263.137695,-1756.083496,92.462662,49.867966,23326.648,114.693695
01-01-2023 8:30:00000,1073.459717,0.000000,0.000000,406.858551,8919456.000000,2020888.875000,13469.673,23328.643,23411.553,23372.023,4299.396484,-1664.016724,93.258751,49.997204,23370.740,114.484138
01-01-2023 8:45:00000,1071.626587,0.000000,0.000000,319.904694,8920527.000000,2020568.875000,13508.413,23396.549,23477.453,23437.320,4282.123047,-1198.928589,96.296783,50.084774,23437.107,110.196075
01-01-2023 9:00:00000,1072.229858,0.000000,0.000000,302.319458,8921599.000000,2020266.625000,13494.249,23372.541,23452.547,23412.434,4321.967285,-1152.011597,96.626350,50.130245,23412.506,110.934029
01-01-2023 9:15:00000,1076.967041,0.000000,0.000000,244.796204,8922676.000000,2020021.750000,13484.202,23353.100,23433.619,23396.555,4324.648438,-998.759949,97.435349,50.136898,23394.424,110.179672
01-01-2023 9:30:00000,1090.904297,0.000000,0.000000,240.566376,8923767.000000,2019781.250000,13507.306,23394.395,23474.932,23435.687500,4301.535156,-962.331665,97.587692,50.126625,23435.004,109.231163
01-01-2023 9:45:00000,1071.939941,0.000000,0.000000,225.668961,8924839.000000,2019555.500000,13511.047,23400.453,23481.842,23443.203,4299.211914,-771.135071,98.429184,50.133480,23441.834,108.230835
01-01-2023 10:00:00000,1078.817871,0.000000,0.000000,199.997086,8925918.000000,2019355.500000,13505.767,23388.838,23473.555,23437.350,4638.845215,-673.905334,98.961182,50.047562,23433.248,116.016396
01-01-2023 10:15:00000,1121.935181,0.000000,0.000000,162.309433,8927040.000000,2019193.250000,13500.587,23381.822,23467.299,23428.170,4475.649902,-672.276978,98.890617,50.021263,23425.764,112.138870
